id,title,excerpt,content,createdAt,anonymousSchool,anonymousDepartment,gender,forumName,forumAlias,topics,commentCount,likeCount
238955202,令人傻眼的猴子,老實說我很意外都什麼時代了，怎麼還有人可以這麼沒教養。八成覺得這種事情燒一下就沉下去也沒人記得他們幹嘛了吧？,"老實說我很意外都什麼時代了，怎麼還有人可以這麼沒教養。
八成覺得這種事情燒一下就沉下去也沒人記得他們幹嘛了吧？",2022-05-21T22:51:55.395Z,TRUE,TRUE,F,心情,mood,"['轉發', '傻眼', '猴子', '時事', '靠北']",1,1
238955199,母胎求幫忙????,認識的女生朋友跟我說她有朋友想認識我，給了ig 互相追蹤 沒見過面沒聊過天，她都會對我的限時按讚或回表情，也常常第一個看限時，可是她感覺沒打算主動開啟話題聊天，興趣相同 她喜歡陽光 高 手控 真誠 的,"認識的女生朋友跟我說她有朋友想認識我
給了ig 互相追蹤 沒見過面沒聊過天
她都會對我的限時按讚或回表情
也常常第一個看限時

可是她感覺沒打算主動開啟話題聊天
興趣相同 她喜歡陽光 高 手控 真誠 的人
不想錯過這次機會
但我真的不知道怎麼開始聊天

第一句：嗨！
是可以的嗎??
對沒見過面也不認識的人要怎麼開話題
來自母胎即將21年的可憐單身狗
真誠的詢問",2022-05-21T22:50:27.413Z,TRUE,TRUE,M,感情,relationship,['感情'],6,1
238955196,有沒有人也遇過類似我這樣的問題??,,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,2022-05-21T22:45:54.960Z,FALSE,TRUE,M,感情,relationship,['請你一定要比我幸福'],0,0
238955195,RO: 魔物遠征 25-24 隊伍分享,這關卡好久 應該有兩個多小時...，隊伍組合，（ 這個組合也刷了十幾次才成功，每次都差一點（-ι_- ），站位，配置思路，坦 除了用獸人國王外 另外再搭配俄塞里斯，主要靠他的技能把敵人弄在一起，能夠在,"這關卡好久 應該有兩個多小時...

隊伍組合
https://i.imgur.com/0JUJ8ud.jpg
（ 這個組合也刷了十幾次才成功，每次都差一點(-ι_- )

站位
https://i.imgur.com/DzW1kZa.jpg

配置思路
坦 除了用獸人國王外 另外再搭配俄塞里斯
主要靠他的技能把敵人弄在一起
能夠在場上撐越久越好
https://i.imgur.com/Z1KYlUR.jpg

補的話 我是選擇用天使波利
治療量的話還是它比較多 也比較能夠即時補給

攻擊 
神射手迪文 我覺得是必備的
一樣是斷敵人招 再加上也有很好的輸出
在俄塞里斯放招 敵人聚在一起時 再一起放招
全體可以吃到不少傷害

主角職業 這次也改用煉金術師
通常在俄塞里斯放完招後 奧義也跟著好
這個時候可以給對方很多傷害


-------?-----------------------
原本配置
補原本用光補，職業用吟遊詩人
打到剩50秒敵人都殘血
但每次都先把對面的光補殺掉
另外四隻血一起回滿囧(-ι_- )",2022-05-21T22:45:07.251Z,FALSE,FALSE,F,遊戲,game,"['ro', '手遊', '遊戲']",0,0
238955191,一個陸娛小科普之群體追星與Solo追星？,本科普一樣比較偏向To.新粉或是迷茫自己屬性的追星人們，是的，我又來了，好久沒更版了哈哈，上次做了白嫖篇之後發現其實大家對這個詞反應還滿大的，所以這新的一篇就來講在陸娛追星時很常看到的《跟群還是Sol,"本科普一樣比較偏向To.新粉或是迷茫自己屬性的追星人們

是的，我又來了，好久沒更版了哈哈
上次做了白嫖篇之後發現其實大家對這個詞反應還滿大的，所以這新的一篇就來講在陸娛追星時很常看到的《跟群還是Solo》這個問題
P.S.沒有引戰的意思，歡迎各位底下交流心得
白嫖篇??
https://www.dcard.tw/f/china_star/p/237346718?cid=6110d948-0674-4b5a-8a40-5449a67a4905
（忘了直接引用前文了，就這樣看吧????）

（我是分隔線）

就...不知道什麼時候開始，粉圈的規則越來越多，已經不像以前那樣乾淨純粹和平聊天

「粉籍」這個詞相信追陸娛的你們都很熟悉吧？
看粉籍認姐妹也成為了現在追星的一大關卡
（由於又是另一個故事，所以挪到下篇科普說吧）

首先從群體追星說起吧：
有在用微博的你們，應該對粉絲群這個項目不陌生吧？
https://i.imgur.com/voXAIUu.jpg
就是上面這個??
所謂群體追星，就是跟著後援會啊~數據組啊~等等官方大粉去做事，比如：反黑，打榜，帶詞條轉帖，做數據，衝專輯銷量...等
然後在妳們的組織裡就都是同擔，唯就是唯，團就是團，不太會出現對家或者唯群有團粉，團群有唯粉的情況

那每個組織的加入要求也都不太一樣，有幾個愛豆的後援會有考慮到新粉，會幫新粉弄一個新粉專用，入群規定相對鬆一點的

舉個例子吧，像時團宋亞軒的群就有新生群，群規如下圖
https://i.imgur.com/73dPre9.jpg
那對比的話就是，純的唯粉群??
https://i.imgur.com/X0qONEQ.jpg
就會出現超話等級，唯粉，審核等等的需求

當然，一切都得看官後去設定標準，並不是每一家都是這樣

那群體追星具體是什麼操作呢？就是每天做完任務（數據，反黑等），回群裡回報，或者在官後或數據組的帖子底下回報，可能是一個“?”字，也可能是後援會規定的其他字。
（更淺顯易懂的話就是，學校老師派作業?你叫你寫完給家長簽名他會檢查同理）

那再來談到SOLO追星：
SOLO追星相對比較簡單，就是你接觸到的好友圈子裡不會只有你擔，唯可以跟團偏，團，甚至跨團，演員粉，混在同一個群組裡，然後你們的群聊中會穿插各個不同的愛豆，比如這邊一句蔡徐坤，那邊一句任國超，群聊內容就是愛豆大混戰但不會有人管你能不能提到這個愛豆，只是因為你們都有喜歡的一個共同對象而相聚

SOLO追星不用軍訓化的去每天完成任務回報，數據等想做的時候就做，不想做的時候稍稍偷懶也不會有人管你，就是一個放牛吃草式的追星風格

我本人選的是SOLO追星，看我卡稱不難看出來，我是海后式追星，多擔程度橫跨台中韓娛，基本上我飯的愛豆少說也有50+的人，基本上不可能群體追星...尤其是當音源榜衝榜，我如果多邊都群體，一天音源又只能投一個的話，我選擇哪個，都會成為其他幾個的眾矢之的，為了做好端水大師，群體追星這件事就跟我說掰掰了，對於群體追星做的那些，我也是今天這組明天那組，每天都在替不同人搞數據，有時候甚至可以一天搞兩組，是十分充實的SOLO追星生活哈哈哈

最後To.新粉
群體跟SOLO各有各的好，如果是群體，麻煩請自己學會判斷什麼是正確的追星價值觀，千萬不要官後小數或其他大粉說什麼就是什麼，有時候你跟到的大粉是脂粉，是毒一點的，請學會自己分辨，不要毫不猶豫的跟著跑，成為被虐粉的對象。
如果選擇SOLO，或多或少做一點小任務，可能愛豆被黑的時候幫忙反黑，愛豆出新專的時候帶詞條轉發之類的，不要完全什麼都不做，想著反正有群體的，畢竟多一份心多一份力。

今天的科普結束~
最後，祝大家追星愉快
https://sticker-assets.dcard.tw/images/d0764c8b-f751-44ed-a719-51fce3089b3f/orig.png",2022-05-21T22:43:40.286Z,FALSE,FALSE,F,中國明星,china_star,"['科普', '追星', '飯圈']",2,20
238955186,尋貓啟事,愛貓走失協尋??無晶片！無項圈！未結紮！，回家開門時貓咪溜出門後找不到了，姓名：咪嚕/男生，走失地點：三重區重新路三段115巷，靠近捷運菜寮站及過圳街，走失時間：5/21凌晨，特徵：橘毛、尖耳朵，尾巴帶,"愛貓走失協尋??無晶片！無項圈！未結紮！
回家開門時貓咪溜出門後找不到了

姓名：咪嚕/男生
走失地點：三重區重新路三段115巷，靠近捷運菜寮站及過圳街
走失時間：5/21凌晨
特徵：橘毛、尖耳朵，尾巴帶有白色條紋
個性：膽小怕生
聯絡資訊：0985945041 陳先生或直接私訊這隻臉書帳號
希望大家有任何消息可以馬上聯絡！非常感謝！

https://i.imgur.com/tyXl1Ni.jpg
https://i.imgur.com/FpJjBaC.jpg
https://i.imgur.com/OqVutMu.jpg",2022-05-21T22:40:39.478Z,FALSE,TRUE,F,寵物,pet,"['尋貓', '貓', '貓咪', '協尋']",3,4
238955183,#分享 來吧！營業中,越看越生氣欸，鬼鬼到底是在公主什麼啊?,"越看越生氣欸
鬼鬼到底是在公主什麼啊?",2022-05-21T22:39:03.460Z,FALSE,TRUE,M,Netflix,netflix,"['營運', 'Netflix']",4,2
238955182,#鴿子日常 一頁式廣告詐騙,-，一頁式廣告充斥！買防疫商品或快篩劑有詐！，一頁式廣告搭上時事熱賣商品，但購物欠缺保障，請留意?低於市價行情?、限時特價搶購?或號稱不滿意包退?等特徵。臺中市政府警察局關心您！，#反詐騙 #165專線 #第,"-
??一頁式廣告充斥！買防疫商品或快篩劑有詐！
一頁式廣告搭上時事熱賣商品，但購物欠缺保障，請留意??低於市價行情??、限時特價搶購??或號稱不滿意包退??等特徵。

https://i.imgur.com/uBXNrcb.png


https://www.facebook.com/193692360802182/posts/2010827172422016/

臺中市政府警察局關心您!



#反詐騙 #165專線 #第一分局 #大誠分駐所 # 宣導",2022-05-21T22:37:03.262Z,FALSE,FALSE,M,警察,police,[],1,7
238955178,謝謝妳愛過我,我愛你，只是人生中能讓我衝刺的最後一樣事情都滅掉了，所以只好到另一個世界去探索，我並沒有放棄自己 只是換另一種型態存在罷了，之前嘗試用安眠藥+降血壓藥+鎮定劑，結果讓妳以為我只是半夜尿床，今天我想在廁,"我愛你
只是人生中能讓我衝刺的最後一樣事情都滅掉了
所以只好到另一個世界去探索
我並沒有放棄自己 只是換另一種型態存在罷了
之前嘗試用安眠藥+降血壓藥+鎮定劑
結果讓妳以為我只是半夜尿床
今天我想在廁所BBQ 遺書跟證件都放在梳妝台
你要記得這平行時空裡還有愛著你的我
依然在你身邊守護著妳 祈求上帝保佑妳一帆風順
希望你能開心過完這一生 有機會的話再續今生緣",2022-05-21T22:32:31.924Z,TRUE,TRUE,F,心情,mood,[],3,2
238955314,射手男的曖昧時期詢問,如題?_?，最近和一個射手男進入曖昧，是同事們和我說，我才發現射手男對我和對別人不一樣，才讓我開始注意到他對我的特別，射手男總會在大家面前跟我打鬧，他對跟他很好的男生也沒有像對我一樣的肢體接觸，對其他,"如題?_?

最近和一個射手男進入曖昧
是同事們和我說
我才發現射手男對我和對別人不一樣
才讓我開始注意到他對我的特別

射手男總會在大家面前跟我打鬧
他對跟他很好的男生也沒有像對我一樣的肢體接觸
對其他女生也沒有像對我一樣的捉弄
常常講話撩我

每次找我一起打球、吃飯
會先問完我才去問其他人
也會跟我說我是他心中的第一順位

我們出去時
若一群人
他也只夾菜給我
或走到我旁邊陪我過馬路
若只有我們兩人
肢體接觸更多了
肩靠著我的肩
常常把我的手握著的把玩
也很貼心的主動幫我拿東西
吃完飯會找我散步走走聊天

他的話匣子好像沒有斷過一直開話題
總是留意我身上的任何事情來詢問我

他在公司很常跟前跟後
我去哪就走到哪
坐在我旁邊跟我聊天

他發現我很常在回別人的LINE
就會跟我說為什麼有辦法一直聊LINE
說他下班後很累都不太想看訊息了

很多人覺得我們在一起
也看得出他在追我
但不知道是不是我太遲鈍
還是不能這樣比較？

因為我只有跟他面對面時他會對我很熱絡
不管是在人前人後
我也感受得到他對我的在意
但是我和他的LINE沒有什麼聊天
都是講公事居多
偶爾才會看到好笑的分享一下
或是我們有出去時他叫我到家時跟他說一下
LINE訊息看不出曖昧
但互動上不管大家面前還私底下是超級曖昧

幾個男同事都私下和我說感覺得到他喜歡我
女同事說雖然感覺得到他有喜歡但還是要觀察因為LINE沒什麼曖昧

射手男是不是不一定會LINE聊天呢
還是因為天天上班見面都會找我聊天所以LINE才沒什麼跟我聊天呢？

抱歉第一次遇到射手座的男生??
https://sticker-assets.dcard.tw/images/d93e9c82-4969-4e74-828d-39c5f28c56c6/orig.png


因為同事們留意到他對我的不一樣
我才開始注意到他對我真的不一樣
搞得我好像變得更在意他而讓自己好多疑問好掙扎喔喔喔

我去拜樂成宮月老
擲筊都說他會兩個月內和我告白、他喜歡我、要繼續這樣和他互動
https://sticker-assets.dcard.tw/images/f0616a40-02c1-483a-a5a7-4acfd849b7b5/orig.png",2022-05-21T23:55:33.143Z,TRUE,TRUE,F,星座,horoscopes,"['射手', '曖昧']",7,4
238955313,真的會氣死==,到底什麼時候才不會遇到這種爛得要死的隊友：），那個屏蔽言論是幹嘛，這個屏蔽機制也很煩，連幹嘛都打不出來==,"到底什麼時候才不會遇到這種爛得要死的隊友：）
https://i.imgur.com/4yT7Agy.jpg
https://i.imgur.com/L2YbuhO.jpg
https://i.imgur.com/EQHYOvO.jpg

那個屏蔽言論是幹嘛，這個屏蔽機制也很煩，連幹嘛都打不出來==",2022-05-21T23:51:48.138Z,FALSE,FALSE,F,傳說對決,aov,"['氣死', '手遊', '傳說對決', '屁孩']",9,1
238955309,你認為防疫保險讓台灣人故意染疫嗎？,感覺有買保險的，好像故意在確診啊！，可以休息一週+有錢領，超爽的，防疫險因為症狀輕，賠償高，處於一個道德風險的危機之中，如果我有買防疫險，我根本不會在意，確診更好,"感覺有買保險的，好像故意在確診啊！

可以休息一週+有錢領，超爽的

防疫險因為症狀輕，賠償高，處於一個道德風險的危機之中

如果我有買防疫險，我根本不會在意，確診更好",2022-05-21T23:49:52.662Z,FALSE,FALSE,M,COVID-19,2019_ncov,[],11,2
238955307,告知了,最後的 自己負責,最後的 自己負責,2022-05-21T23:48:51.346Z,TRUE,TRUE,F,心情,mood,[],0,0
238955306,富邦理賠送臨櫃是否比較快？,想請問我在5/11把所有隔離文件給業務，5/17詢問客服信息後，客服回信說確實有收到資料，但還是沒收到我還是沒收到受理簡訊，想詢問有跑臨櫃的人是否會很快受理？我想把所有文件再備一次跑臨櫃，另外請問台中,想請問我在5/11把所有隔離文件給業務，5/17詢問客服信息後，客服回信說確實有收到資料，但還是沒收到我還是沒收到受理簡訊，想詢問有跑臨櫃的人是否會很快受理？我想把所有文件再備一次跑臨櫃，另外請問台中的理賠臨櫃是台中市分公司嗎？？,2022-05-21T23:48:34.080Z,FALSE,FALSE,F,閒聊,talk,"['富邦', '理賠']",0,0
238955305,太多花好浪費??捨不得,我在內湖花市衝動買了太多花，因為覺得好美好美，自己也很愛練習綁花、抓花束，綁的都很熟練、也有買美美的包裝紙，都是自己用心選的，未來想看看能不能當副業，練習完的花束想便宜分給大家，不曉得有人有興趣嗎？自,"我在內湖花市衝動買了太多花
因為覺得好美好美??
自己也很愛練習綁花、抓花束??
綁的都很熟練、也有買美美的包裝紙
都是自己用心選的??
未來想看看能不能當副業
練習完的花束想便宜分給大家
不曉得有人有興趣嗎？

自己無聊創的花藝帳號，可以來看看
https://www.instagram.com/jardin.byhuan/?utm_source=qr%0A%0A%0A",2022-05-21T23:48:12.364Z,FALSE,FALSE,F,手作,handicrafts,"['創作', '居家生活', '居家佈置', '花藝', '手作']",0,2
238955304,#情報 填寫問卷調查抽200元小七商品卡,大家好！！，我是嘉義大學的學生，想透過問卷，知道大家在網路上抽獎及資料提供的意願。此為第一階段問卷，問卷只有5題，再麻煩各位的幫忙！，本問卷採不記名方式且內容不對外公開，結果僅作為學術性研究使用，請您,"大家好!!
我是嘉義大學的學生
想透過問卷，知道大家在網路上抽獎及資料提供的意願。
此為第一階段問卷，問卷只有5題，再麻煩各位的幫忙!
本問卷採不記名方式且內容不對外公開，結果僅作為學術性研究使用，請您安心作答!
如果想要參加抽獎的人，歡迎在留下電子郵件!作為發送第二階段問卷用，將於有效問卷中，抽出得獎者。
「需參加第二階段問卷才能抽獎」
(獎項提供10名7－11 200元商品卡)
問卷連結:
https://forms.gle/vTSB7Ke65voFYCP59",2022-05-21T23:48:11.920Z,FALSE,TRUE,M,省錢,savemoney,['問卷調查'],0,9
